No,Title,VideoUrl,TimeStamp,Sentence,RowNumber,IsUsefulSentence,Key steps,Verb,Object(directly related with Verb),Location,Time,Temperature,Other important phrase(like with,Video Pred,Clip IDs
13889,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,02:21.3,i 'm going to add my sugar.,25,1,add sugar,add,sugar,,,,,"take tomato, put pan","_bICKhr9AGo_0029, _bICKhr9AGo_0030"
13890,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,02:29.2,i want to cool it in the liquid.,26,0,,,,,,,,"put pan, open glass","_bICKhr9AGo_0030, _bICKhr9AGo_0031"
13891,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,02:30.8,"so it stays moist and succulent, then going to add six tablespoons of the pork simmering liquid to the measuring cup, two tablespoons of fish sauce.",27,0,,,,,,,,"open glass, take bottle","_bICKhr9AGo_0031, _bICKhr9AGo_0032"
13892,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,02:39.6,we use that to season the sandwich at the very end.,28,0,,,,,,,,"take bottle, dry hand","_bICKhr9AGo_0032, _bICKhr9AGo_0033"
13893,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,02:42.6,now the carrots.,29,0,,,,,,,,dry hand,_bICKhr9AGo_0033
13894,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,02:43.6,and i kind of picked up that pickling mixture.,30,0,,,,,,,,"dry hand, take lid","_bICKhr9AGo_0033, _bICKhr9AGo_0034"
13895,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,02:45.5,"i 'm going to drain them get rid of most of the liquid few drops is OK, it actually seasons a sandwich now, the meat school.",31,1,drain carrot mixture,drain,carrot mixture,,,,,"take lid, put lid","_bICKhr9AGo_0034, _bICKhr9AGo_0035"
13896,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,02:54.4,let 's slice it get it ready for the sandwich.,32,0,,,,,,,,"put lid, open water","_bICKhr9AGo_0035, _bICKhr9AGo_0036"
13897,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,02:58.5,take that slice into thin strips.,33,0,,,,,,,,"open water, open cupboard","_bICKhr9AGo_0036, _bICKhr9AGo_0037"
13898,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,03:03.0,"you can see it 's got that red hue on the outside from the soy sauce, inside is cooked through.",34,0,,,,,,,,"open cupboard, check drawer, open package","_bICKhr9AGo_0037, _bICKhr9AGo_0038, _bICKhr9AGo_0039"
13899,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,03:10.7,so now i 've got everything ready.,35,0,,,,,,,,open package,_bICKhr9AGo_0039
13900,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,03:12.4,"let 's make the sandwich starting with a light thin crusted bag, it a slice, it in half lengthwise leading the spying intact first thing, some mayonnaise.",36,1,slice baguette,slice,baguette,,,,,"open package, close rice, take rice","_bICKhr9AGo_0039, _bICKhr9AGo_0040, _bICKhr9AGo_0041"
13901,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,03:23.5,the mayonnaise i tend to spread on the top half.,37,1,spread mayonnaise,spread,mayonnaise,,,,,"take rice, take drawer","_bICKhr9AGo_0041, _bICKhr9AGo_0042"
13902,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,03:28.7,OK second is my patio.,38,0,,,,,,,,"take drawer, take bag","_bICKhr9AGo_0042, _bICKhr9AGo_0043"
13903,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,03:31.5,the patio i did add some butter too.,39,1,add butter,add,butter,,,,,take bag,_bICKhr9AGo_0043
13904,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,03:33.6,"so it was spreadable, so it 's nice and soft that goes on the bottom now.",40,0,,,,,,,,"take bag, dry hand, take glass","_bICKhr9AGo_0043, _bICKhr9AGo_0044, _bICKhr9AGo_0045"
13905,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,03:41.3,"this , i 'm making one sandwich here.",41,0,,,,,,,,take glass,_bICKhr9AGo_0045
13906,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,03:43.7,the recipe makes two and i 'll make one there.,42,0,,,,,,,,"take glass, take tomato","_bICKhr9AGo_0045, _bICKhr9AGo_0046"
13907,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,03:48.4,"we have it, so gotta mayo or patte next i 'm gonna add my lettuce leaves any.",43,1,add lettuce leaves,add,lettuce leaves,,,,,"take tomato, take drawer, put bag","_bICKhr9AGo_0046, _bICKhr9AGo_0047, _bICKhr9AGo_0048"
13908,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,03:56.2,sandwiches do n't have alot of filling.,44,0,,,,,,,,put bag,_bICKhr9AGo_0048
13909,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,03:58.7,"i took the tip of the green leaf lettuce, and pulled those off in here.",45,0,,,,,,,,"put bag, take rice","_bICKhr9AGo_0048, _bICKhr9AGo_0049"
13910,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,04:04.3,"next the pickled vegetables, which have been drained with most of their liquid that comes down the center.",46,1,add pickled vegetables,add,pickled vegetables,,,,,"take rice, take glass, take drawer","_bICKhr9AGo_0049, _bICKhr9AGo_0050, _bICKhr9AGo_0051"
13911,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,04:12.9,really a seasoning in here cucumbers less of the cucumber than the julian vegetables.,47,0,,,,,,,,"take drawer, take lettuce, take package","_bICKhr9AGo_0051, _bICKhr9AGo_0052, _bICKhr9AGo_0053"
13912,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,04:20.0,"the pickled ones the shave scallions, very light with the scallions springs of cilantro.",48,1,add cilantro,add,cilantro,,,,,"take package, take tomato","_bICKhr9AGo_0053, _bICKhr9AGo_0054"
13913,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,04:28.2,"the whole spriggs not just the leaves, some of the tender stems are fine.",49,0,,,,,,,,"take tomato, open bag","_bICKhr9AGo_0054, _bICKhr9AGo_0055"
13914,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,04:34.7,"jalapeno slices any chili will do, those are evenly distributed so we get no really spicy bites and then.",50,1,add jalapeno,add,jalapeno,,,,,"open bag, take package, take grape, take lettuce","_bICKhr9AGo_0055, _bICKhr9AGo_0056, _bICKhr9AGo_0057, _bICKhr9AGo_0058"
13915,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,04:46.1,"lastly , the pork place that in here single layer and spread them out make sure to fill up the whole sandwich with that fill in any gaps and lastly.",51,1,add pork,add,pork,,,,,"take lettuce, take coffee, take package","_bICKhr9AGo_0058, _bICKhr9AGo_0059, _bICKhr9AGo_0060"
13916,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,04:55.6,"i 'm going to add a sprinkling of the simmering mixture, which is in mixed with the fish sauce.",52,0,,,,,,,,take package,_bICKhr9AGo_0060
13917,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,04:59.4,i want to use four tablespoons of that.,53,0,,,,,,,,"take package, open onion","_bICKhr9AGo_0060, _bICKhr9AGo_0061"
13918,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,05:01.6,the sandwiches complete as it is.,54,0,,,,,,,,open onion,_bICKhr9AGo_0061
13919,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,05:03.7,"but if you can find it, pork floss, as it 's called, which is cooked pork, which has been pounded and shaved and sometimes fried.",55,0,,,,,,,,"open onion, take package, take package","_bICKhr9AGo_0061, _bICKhr9AGo_0062, _bICKhr9AGo_0063"
13920,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,05:11.6,it 's a great accompaniment to it.,56,0,,,,,,,,take package,_bICKhr9AGo_0063
13921,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,05:13.4,salty roasted in flavor and a little bit crispy.,57,0,,,,,,,,"take package, take package","_bICKhr9AGo_0063, _bICKhr9AGo_0064"
13922,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,05:18.1,so now that the first sandwich is assembled let 's cut this and put it on the platter.,58,0,,,,,,,,"take package, take chilli, put rice","_bICKhr9AGo_0064, _bICKhr9AGo_0065, _bICKhr9AGo_0066"
13923,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,05:25.7,"and there it is the vietnamese sandwich sweet and salty, spicy crispy everything all in one sandwich.",59,0,,,,,,,,"put rice, look rice","_bICKhr9AGo_0066, _bICKhr9AGo_0067"
13924,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,05:32.7,i 'm saving this last one for me.,60,0,,,,,,,,"look rice, take glass","_bICKhr9AGo_0067, _bICKhr9AGo_0068"
13925,vietnam sandwish,https://www.youtube.com/watch?v=_bICKhr9AGo,05:39.4,"everything comes together in one, bites like a party in your mouth.",61,0,,,,,,,,"take glass, take tomato","_bICKhr9AGo_0068, _bICKhr9AGo_0069"
13926,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,00:00.1,"hello , and welcome to my kitchen, i am chef diane demayo and today, i am making a bon.",0,0,,,,,,,,"take tortilla, take oil","CkMGWQG-SaU_0001, CkMGWQG-SaU_0002"
13927,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,00:05.6,"me sandwich, which basically is a vietnamese style sandwich, first, i 'm going to get my chicken out.",1,1,take chicken,take,chicken,,,,,"take oil, take salmon","CkMGWQG-SaU_0002, CkMGWQG-SaU_0003"
13928,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,00:14.9,"an as i always say, safety is your best friend gloves on chicken.",2,0,,,,,,,,"take salmon, take carrot, take carrot","CkMGWQG-SaU_0003, CkMGWQG-SaU_0004, CkMGWQG-SaU_0005"
13929,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,00:21.7,out i like to use by the way chicken thighs.,3,0,,,,,,,,"take carrot, take salmon","CkMGWQG-SaU_0005, CkMGWQG-SaU_0006"
13930,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,00:25.3,"why , because chicken thighs, retain a lot of moisture, and it 's nice and yummy, whereas chicken breast they dry out chicken thigh.",4,0,,,,,,,,"take salmon, take salmon","CkMGWQG-SaU_0006, CkMGWQG-SaU_0007"
13931,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,00:32.1,"skinless , boneless, the best, after i get my chicken in there and want to get lots and lots of garlic always garlic rocks your breath might not.",5,0,,,,,,,,"take salmon, take salmon, take carrot","CkMGWQG-SaU_0007, CkMGWQG-SaU_0008, CkMGWQG-SaU_0009"
13932,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,00:41.4,but it sure does taste good when it 's going in another garlic in here.,6,0,,,,,,,,"take carrot, take carrot","CkMGWQG-SaU_0009, CkMGWQG-SaU_0010"
13933,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,00:45.2,so we 're doing about two garlic cloves a tad bit of sesame E seed oil.,7,1,"add garlic cloves, sesame seed oil",add,"garlic cloves, sesame seed oil",,,,,"take carrot, take carrot","CkMGWQG-SaU_0010, CkMGWQG-SaU_0011"
13934,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,00:50.9,"when i say tad bit, i mean, about two tablespoons.",8,0,,,,,,,,"take carrot, take carrot","CkMGWQG-SaU_0011, CkMGWQG-SaU_0012"
13935,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,00:57.1,"we will use my fish sauce, which is busy about tree.",9,1,add fish sauce,add,fish sauce,,,,,"take carrot, take towel, take salmon","CkMGWQG-SaU_0012, CkMGWQG-SaU_0013, CkMGWQG-SaU_0014"
13936,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,01:06.9,dash is which is about i do n't know one and a half tablespoons.,10,0,,,,,,,,"take salmon, take carrot","CkMGWQG-SaU_0014, CkMGWQG-SaU_0015"
13937,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,01:10.2,and that 's it.,11,0,,,,,,,,take carrot,CkMGWQG-SaU_0015
13938,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,01:11.5,"my little salt, one teaspoon so give it a good mix.",12,1,add salt and mix,add;mix,salt;mixture,,,,,"take carrot, take carrot, take salmon","CkMGWQG-SaU_0015, CkMGWQG-SaU_0016, CkMGWQG-SaU_0017"
13939,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,01:20.4,"and now we 're just going to set it aside to let it marinate generally speaking, you want to let meets marinate for about fights, a minimum half an hour.",13,1,marinate chicken,marinate,chicken,,30 minutes,,,"take salmon, take carrot","CkMGWQG-SaU_0017, CkMGWQG-SaU_0018"
13940,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,01:27.4,"make sure it 's in the refrigerator so it does n't get any food poisoning, or you do n't get sick good next.",14,1,refrigerate chicken,refrigerate,chicken,,,,,"take carrot, take towel","CkMGWQG-SaU_0018, CkMGWQG-SaU_0019"
13941,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,01:33.9,"we 're moving on to carrots when the secrets i like about making some type of pickled carrot, carrot salad as i always use a vegetable peeler i get nice shavings.",15,1,cut carrots,cut,carrots,,,,,"take towel, take towel, take towel","CkMGWQG-SaU_0019, CkMGWQG-SaU_0020, CkMGWQG-SaU_0021"
13942,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,01:43.4,and if i get it into the bulb or actually going to do something here you go they do n't need much 'cause we really just making one sandwich watch.,16,0,,,,,,,,"take towel, take towel, take salmon","CkMGWQG-SaU_0021, CkMGWQG-SaU_0022, CkMGWQG-SaU_0023"
13943,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,01:50.2,"obviously , this is, yeah, little bit of rice wine vinegar.",17,1,add rice wine vinegar to carrots,add,rice wine vinegar,carrots,,,,take salmon,CkMGWQG-SaU_0023
13944,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,01:53.8,give it a little dabble to give it that nice.,18,0,,,,,,,,"take salmon, take carrot","CkMGWQG-SaU_0023, CkMGWQG-SaU_0024"
13945,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,01:56.9,"based and so that 's it set that aside, let it rest, i already had my cilantro.",19,0,,,,,,,,"take carrot, take towel, take towel","CkMGWQG-SaU_0024, CkMGWQG-SaU_0025, CkMGWQG-SaU_0026"
13946,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:08.6,it 's been washed.,20,0,,,,,,,,take towel,CkMGWQG-SaU_0026
13947,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:09.8,i always keep my herbs after i wash him in a wet paper.,21,0,,,,,,,,"take towel, take towel","CkMGWQG-SaU_0026, CkMGWQG-SaU_0027"
13948,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:13.2,"towel and i put in a zip lock bag in the refrigerator, they can stay there for about two weeks.",22,0,,,,,,,,"take towel, take towel","CkMGWQG-SaU_0027, CkMGWQG-SaU_0028"
13949,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:17.7,"always make sure you keep changing out the wet paper, towel fresh cilantro leaves i 'm not fussy.",23,0,,,,,,,,"take towel, take towel","CkMGWQG-SaU_0028, CkMGWQG-SaU_0029"
13950,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:23.5,i like my stem stems are super tasty.,24,0,,,,,,,,"take towel, take salmon","CkMGWQG-SaU_0029, CkMGWQG-SaU_0030"
13951,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:25.6,"i can really ca n't stand when they simply pick the leaves off and just use leaves no cilantro, siliceous when you use the whole peace.",25,0,,,,,,,,"take salmon, take salmon","CkMGWQG-SaU_0030, CkMGWQG-SaU_0031"
13952,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:31.9,but let 's get cooking.,26,0,,,,,,,,take salmon,CkMGWQG-SaU_0031
13953,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:32.8,now and get that chicken on the stove.,27,1,place chicken on stove,place,chicken,stove,,,,take salmon,CkMGWQG-SaU_0031
13954,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:34.7,so i 've got my pan.,28,0,,,,,,,,"take salmon, take carrot","CkMGWQG-SaU_0031, CkMGWQG-SaU_0032"
13955,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:35.9,nice and hot.,29,0,,,,,,,,take carrot,CkMGWQG-SaU_0032
13956,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:36.8,"i like using a skillet because it really charge them eight in little stupid that i have even though meat, will karma lies by itself?",30,0,,,,,,,,"take carrot, take carrot, take carrot","CkMGWQG-SaU_0032, CkMGWQG-SaU_0033, CkMGWQG-SaU_0034"
13957,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:45.2,i 've just top it off a little bit of sugar.,31,0,,,,,,,,take carrot,CkMGWQG-SaU_0034
13958,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:47.4,"so it kind of seals in the juices, and it gets really nice and crispy and brown on the outside, so, yeah, little oil in there.",32,0,,,,,,,,"take carrot, open carrot","CkMGWQG-SaU_0034, CkMGWQG-SaU_0035"
13959,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:54.3,this pan is hot.,33,0,,,,,,,,"open carrot, open carrot","CkMGWQG-SaU_0035, CkMGWQG-SaU_0036"
13960,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:55.1,"it 's already smoking you do n't want to waste time, and i do n't want to live in fire.",34,0,,,,,,,,open carrot,CkMGWQG-SaU_0036
13961,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,02:58.9,so in those mate look at the nice criminalization that 's going on with just checking that should really add to it do n't be afraid of your fire at home.,35,0,,,,,,,,"open carrot, put carrot, put pizza, put potato","CkMGWQG-SaU_0036, CkMGWQG-SaU_0037, CkMGWQG-SaU_0038, CkMGWQG-SaU_0039"
13962,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:12.2,you always want to make sure it 's a claim is nice and hot steering is good.,36,0,,,,,,,,"put potato, put tray","CkMGWQG-SaU_0039, CkMGWQG-SaU_0040"
13963,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:16.6,"all right, this is about ready.",37,0,,,,,,,,put tray,CkMGWQG-SaU_0040
13964,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:18.8,she could also just you is tasted piece of it.,38,0,,,,,,,,"put tray, move bag","CkMGWQG-SaU_0040, CkMGWQG-SaU_0041"
13965,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:24.7,not so overly pungent with fish.,39,0,,,,,,,,"move bag, take carrot","CkMGWQG-SaU_0041, CkMGWQG-SaU_0042"
13966,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:26.8,but the page that i like to keep a sesame E seed oil my sugar gets eaten ice health whip and literally sticks like butter alright.,40,0,,,,,,,,"take carrot, put carrot","CkMGWQG-SaU_0042, CkMGWQG-SaU_0043"
13967,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:34.3,i think it 's time to make that sandwich here.,41,0,,,,,,,,"put carrot, take tray","CkMGWQG-SaU_0043, CkMGWQG-SaU_0044"
13968,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:36.7,we go red.,42,0,,,,,,,,take tray,CkMGWQG-SaU_0044
13969,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:38.2,you can use any bread that you want.,43,0,,,,,,,,take tray,CkMGWQG-SaU_0044
13970,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:39.8,"bree , osh sandwich roll.",44,0,,,,,,,,"take tray, take liquid","CkMGWQG-SaU_0044, CkMGWQG-SaU_0045"
13971,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:41.9,i prefer to use french bread or italian bread.,45,0,,,,,,,,take liquid,CkMGWQG-SaU_0045
13972,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:44.4,so i use this and sometimes if i need to crisp it up.,46,0,,,,,,,,"take liquid, take salmon","CkMGWQG-SaU_0045, CkMGWQG-SaU_0046"
13973,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:47.0,"i just put in the oven, it 's very simple.",47,0,,,,,,,,take salmon,CkMGWQG-SaU_0046
13974,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:48.9,"we 're going to go here very carefully cut it open the first thing, i like to do with my sandwiches.",48,1,cut bread,cut,bread,,,,,"take salmon, check salmon, put salmon","CkMGWQG-SaU_0046, CkMGWQG-SaU_0047, CkMGWQG-SaU_0048"
13975,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:58.0,make sure that you kind of pull it open.,49,0,,,,,,,,put salmon,CkMGWQG-SaU_0048
13976,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,03:59.8,so it looks like a waiter a little butterfly.,50,0,,,,,,,,"put salmon, take salmon","CkMGWQG-SaU_0048, CkMGWQG-SaU_0049"
13977,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,04:02.4,"but it down going to get a slather on one end of it, a beautiful suresh , ameo.",51,0,,,,,,,,"take salmon, put tortilla","CkMGWQG-SaU_0049, CkMGWQG-SaU_0050"
13978,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,04:09.4,"i like a lot going to put enough next, i 'm going to get my beautiful chicken liver patte and the other side of that bad boy, then i will lay, or some chicken on the inside of that.",52,1,place chicken on bread,place,chicken,bread,,,,"put tortilla, take salmon, put cheese, take salmon, take salmon","CkMGWQG-SaU_0050, CkMGWQG-SaU_0051, CkMGWQG-SaU_0052, CkMGWQG-SaU_0053, CkMGWQG-SaU_0054"
13979,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,04:27.7,"nice couple of pieces put it on a device bias, which actually just means diagonally and start to load it in i just want to eat this.",53,0,,,,,,,,"take salmon, take skin, take towel, take carrot","CkMGWQG-SaU_0054, CkMGWQG-SaU_0055, CkMGWQG-SaU_0056, CkMGWQG-SaU_0057"
13980,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,04:44.2,all right now it smells so good.,54,0,,,,,,,,"take carrot, take carrot","CkMGWQG-SaU_0057, CkMGWQG-SaU_0058"
13981,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,04:46.6,how then fresh sprigs of cilantro going right in there.,55,1,add cilantro,add,cilantro,,,,,"take carrot, put lettuce","CkMGWQG-SaU_0058, CkMGWQG-SaU_0059"
13982,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,04:52.8,"some facing that way some facing this way and, of course, top it off with my pickle carrots on that sandwich close it up smosh it in there we go getting on to my plate as always, garnish corners, corners, aesthetics come, first and then the taste we love kim chi and kim she loves us we 're going to get some right here on the plate.",56,1,add pickled carrots,add,pickled carrots,,,,,"put lettuce, take carrot, take carrot, take salmon, check beer, take salmon, take salmon, put carrot, put carrot, put tortilla","CkMGWQG-SaU_0059, CkMGWQG-SaU_0060, CkMGWQG-SaU_0061, CkMGWQG-SaU_0062, CkMGWQG-SaU_0063, CkMGWQG-SaU_0064, CkMGWQG-SaU_0065, CkMGWQG-SaU_0066, CkMGWQG-SaU_0067, CkMGWQG-SaU_0068"
13983,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,05:38.4,"let 's get some more right here on the other side nice garnish and that 's it this is a vietnamese style sandwich it is a chicken bond may with some chicken liver patte, and delicious pickled carrots the key thing to eating a bon me sandwich or any sandwiches course i 'm concerned is getting all the flavors in one single byte, not that my mouth is big enough to do it.",57,0,,,,,,,,"put tortilla, take carrot, take salmon, take oil, take bag, take salmon","CkMGWQG-SaU_0068, CkMGWQG-SaU_0069, CkMGWQG-SaU_0070, CkMGWQG-SaU_0071, CkMGWQG-SaU_0072, CkMGWQG-SaU_0073"
13984,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,06:02.7,but we 're going to try and also every single ingredient is great on its own here we go.,58,0,,,,,,,,"take salmon, take salmon, remove towel","CkMGWQG-SaU_0073, CkMGWQG-SaU_0074, CkMGWQG-SaU_0075"
13985,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,06:14.5,"so right there in that one mouthful i got the acidity of that carrots from the brine and the vinegar is salon TRO kicked right in there that pat, a smooth creamy livery yum, saracho mail little bump there from my burn and the bread soft crispy on the outside and of course, how can i forget the chick in altogether i can just say , yes.",59,0,,,,,,,,"remove towel, take salmon, close salmon, close salmon, take salmon, take tray","CkMGWQG-SaU_0075, CkMGWQG-SaU_0076, CkMGWQG-SaU_0077, CkMGWQG-SaU_0078, CkMGWQG-SaU_0079, CkMGWQG-SaU_0080"
13986,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,06:36.3,if you want to learn how to make the super delicious and easy packed a click right here.,60,0,,,,,,,,"take tray, take carrot","CkMGWQG-SaU_0080, CkMGWQG-SaU_0081"
13987,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,06:40.5,and if you want to make this yummy delicious hot saracho mail here i for one i 'm going to go back to eating my sandwich.,61,0,,,,,,,,"take carrot, open salmon","CkMGWQG-SaU_0081, CkMGWQG-SaU_0082"
13988,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,06:48.4,"and , if you have n't already subscribe, do so annual, get more recipes like this every single weight chow.",62,0,,,,,,,,"open salmon, open tortilla","CkMGWQG-SaU_0082, CkMGWQG-SaU_0083"
13989,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,06:54.0,"today , we are making fresh homemade, patty.",63,0,,,,,,,,"open tortilla, remove grape","CkMGWQG-SaU_0083, CkMGWQG-SaU_0084"
13990,vietnam sandwish,https://www.youtube.com/watch?v=CkMGWQG-SaU,06:57.7,this is actually the greatest recipe ever.,64,0,,,,,,,,"remove grape, remove grape","CkMGWQG-SaU_0084, CkMGWQG-SaU_0085"
13991,vietnam sandwish,https://www.youtube.com/watch?v=_Vw0jI7kJtY,00:09.0,"hi , everybody today we will be making an elusive vietnamese and with, with patty one stanwood will have vietnamese folk baloney, the other sample.",0,0,,,,,,,,"take holder:filter, move pot, move towel, move towel","_Vw0jI7kJtY_0002, _Vw0jI7kJtY_0003, _Vw0jI7kJtY_0004, _Vw0jI7kJtY_0005"
13992,vietnam sandwish,https://www.youtube.com/watch?v=_Vw0jI7kJtY,00:23.4,vietnamese press him is someone will have pickle hair and icon salon to slide onion jalapeno slide.,1,0,,,,,,,,"move towel, move towel, move pot, move pot","_Vw0jI7kJtY_0005, _Vw0jI7kJtY_0006, _Vw0jI7kJtY_0007, _Vw0jI7kJtY_0008"
13993,vietnam sandwish,https://www.youtube.com/watch?v=_Vw0jI7kJtY,00:36.2,so i saw peppa and press the gas good job.,2,0,,,,,,,,"move pot, move tap, take pot","_Vw0jI7kJtY_0008, _Vw0jI7kJtY_0009, _Vw0jI7kJtY_0010"
